tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
237561	Candida albicans SC5314	3639229	0	live	SAP6	CAALFM_C602710CA	Sap6p	Sap6p		6	NC_032094.1	558152	559408	minus	1		
237561	Candida albicans SC5314	3645022	0	live	MEP2	CAALFM_C400430WA	ammonium permease	ammonium permease		4	NC_032092.1	67988	69430	plus	1		
237561	Candida albicans SC5314	3638043	0	live	PMR1	CAALFM_C700320CA	Ca(2+)/Mn(2+)-transporting P-type ATPase	Ca(2+)/Mn(2+)-transporting P-type ATPase		7	NC_032095.1	48461	51214	minus	1		
237561	Candida albicans SC5314	3636809	0	live	CDC12	CAALFM_C103210CA	septin	septin		1	NC_032089.1	672483	673838	minus	2		
237561	Candida albicans SC5314	3645408	0	live	SWI4	CAALFM_C101790WA	SBF complex DNA-binding subunit	SBF complex DNA-binding subunit		1	NC_032089.1	372225	375440	plus	2		
237561	Candida albicans SC5314	3647296	0	live	MSS11	CAALFM_CR04840CA	Mss11p	Mss11p		R	NC_032096.1	1048237	1050153	minus	1		
237561	Candida albicans SC5314	3640264	0	live	SNF4	CAALFM_C603920WA	AMP-activated serine/threonine-protein kinase regulatory subunit	AMP-activated serine/threonine-protein kinase regulatory subunit		6	NC_032094.1	849768	850778	plus	1		
237561	Candida albicans SC5314	3639268	0	live	SAP5	CAALFM_C603030WA	Sap5p	Sap5p		6	NC_032094.1	635173	636429	plus	1		
237561	Candida albicans SC5314	3647589	0	live	SRR1	CAALFM_CR05610CA	Srr1p	Srr1p		R	NC_032096.1	1194011	1194859	minus	1		
237561	Candida albicans SC5314	3644770	0	live	HAT1	CAALFM_C104670WA	histone acetyltransferase catalytic subunit	histone acetyltransferase catalytic subunit		1	NC_032089.1	970917	972158	plus	1		
237561	Candida albicans SC5314	3643028	0	live	NCB2	CAALFM_C202810CA	negative cofactor 2 transcription regulator complex subunit	negative cofactor 2 transcription regulator complex subunit		2	NC_032090.1	560749	561198	minus	1		
237561	Candida albicans SC5314	3642930	0	live	CSA2	CAALFM_C406920CA	Csa2p	Csa2p		4	NC_032092.1	1539950	1540393	minus	1		
237561	Candida albicans SC5314	3642777	0	live	TOP2	CAALFM_C406600WA	DNA topoisomerase 2	DNA topoisomerase 2		4	NC_032092.1	1473575	1477960	plus	1		
237561	Candida albicans SC5314	3642021	0	live	VPH2	CAALFM_C112260WA	Vph2p	Vph2p		1	NC_032089.1	2677427	2678068	plus	1		
237561	Candida albicans SC5314	3641162	0	live	CSR1	CAALFM_C404850CA	Csr1p	Csr1p		4	NC_032092.1	1042165	1044021	minus	1		
237561	Candida albicans SC5314	3640125	0	live	CDC4	CAALFM_CR01680CA	SCF ubiquitin ligase complex subunit	SCF ubiquitin ligase complex subunit		R	NC_032096.1	380831	383137	minus	1		
237561	Candida albicans SC5314	3637858	0	live	GRX3	CAALFM_C402710CA	monothiol glutaredoxin	monothiol glutaredoxin		4	NC_032092.1	557744	558505	minus	1		
237561	Candida albicans SC5314	3635703	0	live	RLM1	CAALFM_C401260WA	Rlm1p	Rlm1p		4	NC_032092.1	253002	254807	plus	1		
237561	Candida albicans SC5314	3644711	0	live	SSA2	CAALFM_C104300CA	Hsp70 family chaperone	Hsp70 family chaperone		1	NC_032089.1	890373	892310	minus	1		
237561	Candida albicans SC5314	3642643	0	live	SNF1	CAALFM_C501320WA	AMP-activated serine/threonine-protein kinase catalytic subunit	AMP-activated serine/threonine-protein kinase catalytic subunit		5	NC_032093.1	294646	296502	plus	1		
237561	Candida albicans SC5314	3644783	0	live	SAP7	CAALFM_C104870WA	Sap7p	Sap7p		1	NC_032089.1	1012991	1014757	plus	1		
237561	Candida albicans SC5314	3642564	0	live	RHO1	CAALFM_CR02860WA	Rho family GTPase	Rho family GTPase		R	NC_032096.1	653851	654447	plus	1		
237561	Candida albicans SC5314	3641126	0	live	SAP10	CAALFM_C404470WA	Sap10p	Sap10p		4	NC_032092.1	960912	962273	plus	1		
237561	Candida albicans SC5314	3639328	0	live	CMP1	CAALFM_C100730CA	calcineurin catalytic subunit A	calcineurin catalytic subunit A		1	NC_032089.1	126791	128620	minus	1		
237561	Candida albicans SC5314	3636557	0	live	GFA1	CAALFM_C302280CA	glutamine--fructose-6-phosphate transaminase (isomerizing)	glutamine--fructose-6-phosphate transaminase (isomerizing)		3	NC_032091.1	493362	495503	minus	1		
237561	Candida albicans SC5314	3644996	0	live	SWI1	CAALFM_C400300CA	Swi1p	Swi1p		4	NC_032092.1	45136	48099	minus	1		
237561	Candida albicans SC5314	3639329	0	live	TUB2	CAALFM_C100710CA	beta-tubulin	beta-tubulin		1	NC_032089.1	123869	125597	minus	3		
237561	Candida albicans SC5314	3644944	0	live	RAD51	CAALFM_CR02200CA	recombinase	recombinase		R	NC_032096.1	484025	485110	minus	1		
237561	Candida albicans SC5314	3637394	0	live	CHK1	CAALFM_C203320WA	Chk1p	Chk1p		2	NC_032090.1	683898	691313	plus	1		
237561	Candida albicans SC5314	3634932	0	live	SWI6	CAALFM_C108670WA	transcriptional regulator	transcriptional regulator		1	NC_032089.1	1892915	1895104	plus	1		
237561	Candida albicans SC5314	3639727	0	live	LRG1	CAALFM_CR00440CA	Lrg1p	Lrg1p		R	NC_032096.1	108217	112623	minus	1		
237561	Candida albicans SC5314	3647965	0	live	ALS3	CAALFM_CR07070CA	Als3p	Als3p		R	NC_032096.1	1532277	1535744	minus	1		
237561	Candida albicans SC5314	3646067	0	live	CPH2	CAALFM_C600280WA	Cph2p	Cph2p		6	NC_032094.1	32516	35077	plus	1		
237561	Candida albicans SC5314	3645964	0	live	HXK1	CAALFM_C604580WA	hexokinase 1	hexokinase 1		6	NC_032094.1	1019276	1020757	plus	1		
237561	Candida albicans SC5314	3643915	0	live	YWP1	CAALFM_C208590WA	Ywp1p	Ywp1p		2	NC_032090.1	1746839	1748440	plus	1		
237561	Candida albicans SC5314	3642616	0	live	GPR1	CAALFM_C501250WA	Gpr1p	Gpr1p		5	NC_032093.1	280816	283287	plus	1		
237561	Candida albicans SC5314	3641610	0	live	SUR7	CAALFM_C601720CA	Sur7p	Sur7p		6	NC_032094.1	364197	365009	minus	1		
237561	Candida albicans SC5314	3640509	0	live	HOS2	CAALFM_C300780WA	histone deacetylase	histone deacetylase		3	NC_032091.1	146262	147626	plus	1		
237561	Candida albicans SC5314	3639708	0	live	REP1	CAALFM_CR00140WA	Rep1p	Rep1p		R	NC_032096.1	36752	38833	plus	1		
237561	Candida albicans SC5314	3639703	0	live	NGS1	CAALFM_CR00190WA	Ngs1p	Ngs1p		R	NC_032096.1	45583	48474	plus	1		
237561	Candida albicans SC5314	3638325	0	live	GLX3	CAALFM_C302610CA	glutathione-independent methylglyoxalase	glutathione-independent methylglyoxalase		3	NC_032091.1	565145	565855	minus	1		
237561	Candida albicans SC5314	3638038	0	live	DFI1	CAALFM_C700360WA	Dfi1p	Dfi1p		7	NC_032095.1	59071	60084	plus	1		
237561	Candida albicans SC5314	3636877	0	live	PDE2	CAALFM_C102840WA	3',5'-cyclic-nucleotide phosphodiesterase	3',5'-cyclic-nucleotide phosphodiesterase		1	NC_032089.1	598018	599733	plus	1		
237561	Candida albicans SC5314	3636603	0	live	CDC53	CAALFM_C301700WA	cullin	cullin		3	NC_032091.1	367274	369532	plus	1		
237561	Candida albicans SC5314	3635213	0	live	ZCF32	CAALFM_C304770CA	Zcf32p	Zcf32p		3	NC_032091.1	1015233	1017383	minus	1		
237561	Candida albicans SC5314	3647454	0	live	SRB1	CAALFM_C307950CA	mannose-1-phosphate guanylyltransferase	mannose-1-phosphate guanylyltransferase		3	NC_032091.1	1785089	1786177	minus	1		
237561	Candida albicans SC5314	3645907	0	live	ASC1	CAALFM_C701250WA	guanine nucleotide-binding protein subunit beta	guanine nucleotide-binding protein subunit beta		7	NC_032095.1	257912	259124	plus	2		
237561	Candida albicans SC5314	3644760	0	live	DUR3	CAALFM_C104650WA	Dur3p	Dur3p		1	NC_032089.1	961930	964107	plus	1		
237561	Candida albicans SC5314	3644458	0	live	YPD1	CAALFM_C107240WA	Ypd1p	Ypd1p		1	NC_032089.1	1553508	1554062	plus	1		
237561	Candida albicans SC5314	3643493	0	live	FHL1	CAALFM_C206830CA	Fhl1p	Fhl1p		2	NC_032090.1	1398004	1401462	minus	1		
237561	Candida albicans SC5314	3638371	0	live	SAP8	CAALFM_C302510CA	Sap8p	Sap8p		3	NC_032091.1	548135	549352	minus	1		
237561	Candida albicans SC5314	3636184	0	live	SSK1	CAALFM_C113930WA	mitogen-activated protein kinase kinase kinase	mitogen-activated protein kinase kinase kinase		1	NC_032089.1	3067395	3069419	plus	1		
237561	Candida albicans SC5314	3634879	0	live	TPK1	CAALFM_C110220CA	Tpk1p	Tpk1p		1	NC_032089.1	2255500	2256717	minus	1		
237561	Candida albicans SC5314	3637353	0	live	SSN3	CAALFM_C204260WA	cyclin-dependent serine/threonine protein kinase	cyclin-dependent serine/threonine protein kinase		2	NC_032090.1	893030	894856	plus	1		
237561	Candida albicans SC5314	3638950	0	live	TRX1	CAALFM_CR10350CA	thioredoxin	thioredoxin		R	NC_032096.1	2210175	2210486	minus	1		
237561	Candida albicans SC5314	3645280	0	live	BCR1	CAALFM_CR06440CA	Bcr1p	Bcr1p		R	NC_032096.1	1368264	1370486	minus	1		
237561	Candida albicans SC5314	3636552	0	live	ILV2	CAALFM_C302320WA	acetolactate synthase catalytic subunit	acetolactate synthase catalytic subunit		3	NC_032091.1	507101	509152	plus	1		
237561	Candida albicans SC5314	3638518	0	live	SSN6	CAALFM_C307020WA	transcription regulator	transcription regulator		3	NC_032091.1	1607932	1611174	plus	1		
237561	Candida albicans SC5314	3638512	0	live	TPD3	CAALFM_C306910CA	protein phosphatase 2A structural subunit	protein phosphatase 2A structural subunit		3	NC_032091.1	1580822	1582753	minus	1		
237561	Candida albicans SC5314	3639714	0	live	NAP1	CAALFM_CR00320CA	histone chaperone	histone chaperone		R	NC_032096.1	82153	83460	minus	1		
237561	Candida albicans SC5314	3644776	0	live	ERG3	CAALFM_C104770CA	C-5 sterol desaturase	C-5 sterol desaturase		1	NC_032089.1	991622	992782	minus	1		
237561	Candida albicans SC5314	3640145	0	live	RSR1	CAALFM_CR02140WA	Ras family GTPase	Ras family GTPase		R	NC_032096.1	465453	466273	plus	2		
237561	Candida albicans SC5314	3641388	0	live	DBF4	CAALFM_C702950CA	protein serine/threonine kinase activating protein	protein serine/threonine kinase activating protein		7	NC_032095.1	639193	640713	minus	1		
237561	Candida albicans SC5314	3644771	0	live	DUR1,2	CAALFM_C104660WA	bifunctional urea carboxylase/allophanate hydrolase	bifunctional urea carboxylase/allophanate hydrolase		1	NC_032089.1	965166	970607	plus	1		
237561	Candida albicans SC5314	3638005	0	live	RVS161	CAALFM_C700020CA	amphiphysin-like protein	amphiphysin-like protein		7	NC_032095.1	1246	2040	minus	1		
237561	Candida albicans SC5314	3639023	0	live	DEF1	CAALFM_CR09880WA	Def1p	Def1p		R	NC_032096.1	2106063	2108726	plus	1		
237561	Candida albicans SC5314	3634903	0	live	GCA1	CAALFM_C110290WA	Gca1p	Gca1p		1	NC_032089.1	2271400	2274240	plus	1		
237561	Candida albicans SC5314	3648206	0	live	CDC43	CAALFM_CR04910WA	protein geranylgeranyltransferase type I subunit	protein geranylgeranyltransferase type I subunit		R	NC_032096.1	1062959	1064113	plus	1		
237561	Candida albicans SC5314	3639495	0	live	CAT1	CAALFM_C106810WA	catalase A	catalase A		1	NC_032089.1	1453350	1454807	plus	1		
237561	Candida albicans SC5314	3635680	0	live	ARO1	CAALFM_C400890WA	Aro1p	Aro1p		4	NC_032092.1	159230	163885	plus	1		
237561	Candida albicans SC5314	3634767	0	live	RAM2	CAALFM_C109530WA	bifunctional protein farnesyltransferase/protein geranylgeranyltransferase	bifunctional protein farnesyltransferase/protein geranylgeranyltransferase		1	NC_032089.1	2096586	2097506	plus	1		
237561	Candida albicans SC5314	3647468	0	live	MRR2	CAALFM_C307860CA	Mrr2p	Mrr2p		3	NC_032091.1	1778415	1780547	minus	1		
237561	Candida albicans SC5314	3645956	0	live	ILS1	CAALFM_C604520WA	isoleucine--tRNA ligase	isoleucine--tRNA ligase		6	NC_032094.1	1005227	1008493	plus	1		
237561	Candida albicans SC5314	3643494	0	live	SPR1	CAALFM_C206840WA	Spr1p	Spr1p		2	NC_032090.1	1402344	1403921	plus	1		
237561	Candida albicans SC5314	3639721	0	live	CRM1	CAALFM_CR00520CA	exportin	exportin		R	NC_032096.1	122317	125556	minus	1		
237561	Candida albicans SC5314	3639210	0	live	CDC37	CAALFM_C602610CA	Cdc37p	Cdc37p		6	NC_032094.1	532206	533732	minus	1		
237561	Candida albicans SC5314	3643102	0	live	CLB4	CAALFM_C703940CA	B-type cyclin	B-type cyclin		7	NC_032095.1	863305	864765	minus	1		
237561	Candida albicans SC5314	3648281	0	live	RAD59	CAALFM_C405270CA	Rad59p	Rad59p		4	NC_032092.1	1144171	1144818	minus	1		
237561	Candida albicans SC5314	3647831	0	live	RVS167	CAALFM_C604040CA	amphiphysin	amphiphysin		6	NC_032094.1	877853	879175	minus	1		
237561	Candida albicans SC5314	3646803	0	live	HWP2	CAALFM_C403510CA	Hwp2p	Hwp2p		4	NC_032092.1	738442	741168	minus	1		
237561	Candida albicans SC5314	3644068	0	live	SGT1	CAALFM_C209270CA	co-chaperone	co-chaperone		2	NC_032090.1	1895205	1896446	minus	1		
237561	Candida albicans SC5314	3641587	0	live	PET9	CAALFM_C500590WA	ADP/ATP carrier protein	ADP/ATP carrier protein		5	NC_032093.1	134735	135640	plus	1		
237561	Candida albicans SC5314	3636837	0	live	XOG1	CAALFM_C102990CA	glucan 1,3-beta-glucosidase	glucan 1,3-beta-glucosidase		1	NC_032089.1	622222	623538	minus	1		
237561	Candida albicans SC5314	3648101	0	live	DBF2	CAALFM_C206670CA	serine/threonine-protein kinase	serine/threonine-protein kinase		2	NC_032090.1	1357769	1359901	minus	1		
237561	Candida albicans SC5314	3648056	0	live	CNH1	CAALFM_C400040WA	Cnh1p	Cnh1p		4	NC_032092.1	5033	7435	plus	1		
237561	Candida albicans SC5314	3647993	0	live	SIT4	CAALFM_C104380WA	type 2A-related serine/threonine-protein phosphatase	type 2A-related serine/threonine-protein phosphatase		1	NC_032089.1	907132	908076	plus	1		
237561	Candida albicans SC5314	3647990	0	live	APE2	CAALFM_C104400CA	metallo-aminopeptidase	metallo-aminopeptidase		1	NC_032089.1	911109	914328	minus	2		
237561	Candida albicans SC5314	3647989	0	live	ESS1	CAALFM_C104410CA	peptidylprolyl isomerase	peptidylprolyl isomerase		1	NC_032089.1	914539	915072	minus	1		
237561	Candida albicans SC5314	3647860	0	live	PLC1	CAALFM_C703710CA	phosphatidylinositol phospholipase C	phosphatidylinositol phospholipase C		7	NC_032095.1	824288	827590	minus	1		
237561	Candida albicans SC5314	3647800	0	live	RPB4	CAALFM_C204650CA	DNA-directed RNA polymerase II subunit	DNA-directed RNA polymerase II subunit		2	NC_032090.1	975240	976046	minus	1		
237561	Candida albicans SC5314	3647441	0	live	MID1	CAALFM_C503990WA	Mid1p	Mid1p		5	NC_032093.1	879343	881022	plus	1		
